pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
CLBLM_L_X8Y56/CLBLM_M_A1->SITEWIRE/SLICE_X10Y56/A5,CLBLM_L_X8Y56,CLBLM_L,8,56,CLBLM_L_X8Y56/CLBLM_M_A1,SITEWIRE/SLICE_X10Y56/A5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_L_X8Y63/SR1BEG1->INT_L_X8Y62/ER1BEG2,INT_L_X8Y63,INT_L,8,63,INT_L_X8Y63/SR1BEG1,INT_L_X8Y62/ER1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y97/BYP_ALT7->INT_R_X9Y97/BYP_BOUNCE7,INT_R_X9Y97,INT_R,9,97,INT_R_X9Y97/BYP_ALT7,INT_R_X9Y97/BYP_BOUNCE7,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X20Y88/SS6A0->INT_L_X20Y82/SS2A0,INT_L_X20Y88,INT_L,20,88,INT_L_X20Y88/SS6A0,INT_L_X20Y82/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y95/NN6A0->INT_R_X9Y110/LV10,INT_R_X9Y95,INT_R,9,95,INT_R_X9Y95/NN6A0,INT_R_X9Y110/LV10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y117/IMUX_L8->DSP_L_X34Y115/DSP_1_B11,INT_L_X34Y117,INT_L,34,117,INT_L_X34Y117/IMUX_L8,DSP_L_X34Y115/DSP_1_B11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
CLBLM_L_X20Y89/CLBLM_L_CMUX->INT_L_X20Y89/LOGIC_OUTS_L18,CLBLM_L_X20Y89,CLBLM_L,20,89,CLBLM_L_X20Y89/CLBLM_L_CMUX,INT_L_X20Y89/LOGIC_OUTS_L18,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_R_X5Y131/IMUX33->CLBLM_R_X5Y131/CLBLM_L_C1,INT_R_X5Y131,INT_R,5,131,INT_R_X5Y131/IMUX33,CLBLM_R_X5Y131/CLBLM_L_C1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
DSP_R_X9Y95/DSP_0_B12->SITEWIRE/DSP48_X0Y38/B12,DSP_R_X9Y95,DSP_R,9,95,DSP_R_X9Y95/DSP_0_B12,SITEWIRE/DSP48_X0Y38/B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_L_X6Y131/WR1END2->INT_R_X5Y131/WL1END0,INT_L_X6Y131,INT_L,6,131,INT_L_X6Y131/WR1END2,INT_R_X5Y131/WL1END0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X5Y131/WL1END0->INT_R_X5Y131/IMUX33,INT_R_X5Y131,INT_R,5,131,INT_R_X5Y131/WL1END0,INT_R_X5Y131/IMUX33,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y81/NR1BEG0->INT_L_X34Y92/LV_L10,INT_L_X34Y81,INT_L,34,81,INT_L_X34Y81/NR1BEG0,INT_L_X34Y92/LV_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y89/WW4END0->INT_L_X10Y89/NW6BEG0,INT_L_X10Y89,INT_L,10,89,INT_L_X10Y89/WW4END0,INT_L_X10Y89/NW6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y59/SS2A2->INT_L_X8Y58/WW2A2,INT_R_X9Y59,INT_R,9,59,INT_R_X9Y59/SS2A2,INT_L_X8Y58/WW2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y110/LV10->INT_R_X5Y118/WW4END3,INT_R_X9Y110,INT_R,9,110,INT_R_X9Y110/LV10,INT_R_X5Y118/WW4END3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y118/FAN_BOUNCE5->INT_R_X9Y118/IMUX43,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/FAN_BOUNCE5,INT_R_X9Y118/IMUX43,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
DSP_L_X34Y80/DSP_1_B11->SITEWIRE/DSP48_X1Y33/B11,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_1_B11,SITEWIRE/DSP48_X1Y33/B11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_R_X9Y118/FAN_ALT5->INT_R_X9Y118/FAN_BOUNCE5,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/FAN_ALT5,INT_R_X9Y118/FAN_BOUNCE5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y82/BYP_ALT5->INT_L_X10Y82/BYP_L5,INT_L_X10Y82,INT_L,10,82,INT_L_X10Y82/BYP_ALT5,INT_L_X10Y82/BYP_L5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y118/EE2A2->INT_R_X9Y118/FAN_ALT5,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/EE2A2,INT_R_X9Y118/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_B12->SITEWIRE/DSP48_X0Y46/B12,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_B12,SITEWIRE/DSP48_X0Y46/B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_R_X5Y118/WW4END3->INT_R_X5Y118/ER1BEG3,INT_R_X5Y118,INT_R,5,118,INT_R_X5Y118/WW4END3,INT_R_X5Y118/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y94/NE2A0->INT_R_X9Y95/NN6A0,INT_L_X8Y94,INT_L,8,94,INT_L_X8Y94/NE2A0,INT_R_X9Y95/NN6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y82/ER1END1->INT_L_X10Y82/BYP_ALT5,INT_L_X10Y82,INT_L,10,82,INT_L_X10Y82/ER1END1,INT_L_X10Y82/BYP_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y82/WL1BEG3->INT_R_X9Y82/SR1BEG_S0,INT_L_X10Y82,INT_L,10,82,INT_L_X10Y82/WL1BEG3,INT_R_X9Y82/SR1BEG_S0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X6Y118/EL1BEG2->INT_L_X8Y118/EE2A2,INT_L_X6Y118,INT_L,6,118,INT_L_X6Y118/EL1BEG2,INT_L_X8Y118/EE2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y56/IMUX_L7->CLBLM_L_X8Y56/CLBLM_M_A1,INT_L_X8Y56,INT_L,8,56,INT_L_X8Y56/IMUX_L7,CLBLM_L_X8Y56/CLBLM_M_A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y57/SS2A3->INT_L_X8Y56/IMUX_L7,INT_L_X8Y57,INT_L,8,57,INT_L_X8Y57/SS2A3,INT_L_X8Y56/IMUX_L7,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y83/WW4END1->INT_L_X10Y82/WL1BEG3,INT_L_X10Y83,INT_L,10,83,INT_L_X10Y83/WW4END1,INT_L_X10Y82/WL1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y110/NN6A1->INT_L_X34Y115/NL1BEG0,INT_L_X34Y110,INT_L,34,110,INT_L_X34Y110/NN6A1,INT_L_X34Y115/NL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y58/ER1END3->INT_L_X8Y57/SS2A3,INT_L_X8Y58,INT_L,8,58,INT_L_X8Y58/ER1END3,INT_L_X8Y57/SS2A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y98/IMUX43->DSP_R_X9Y95/DSP_0_B12,INT_R_X9Y98,INT_R,9,98,INT_R_X9Y98/IMUX43,DSP_R_X9Y95/DSP_0_B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X20Y88/SS6A0->INT_L_X10Y83/WW4END1,INT_L_X20Y88,INT_L,20,88,INT_L_X20Y88/SS6A0,INT_L_X10Y83/WW4END1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X20Y89/LOGIC_OUTS_L18->INT_L_X20Y88/SS6A0,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/LOGIC_OUTS_L18,INT_L_X20Y88/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y61/SS2A2->INT_R_X9Y59/SS2A2,INT_R_X9Y61,INT_R,9,61,INT_R_X9Y61/SS2A2,INT_R_X9Y59/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X11Y71/SW6A0->INT_L_X10Y67/SW6BEG0,INT_R_X11Y71,INT_R,11,71,INT_R_X11Y71/SW6A0,INT_L_X10Y67/SW6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y82/SR1BEG_S0->INT_L_X10Y82/ER1END1,INT_R_X9Y82,INT_R,9,82,INT_R_X9Y82/SR1BEG_S0,INT_L_X10Y82/ER1END1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y58/WW2A2->INT_L_X8Y58/ER1END3,INT_L_X8Y58,INT_L,8,58,INT_L_X8Y58/WW2A2,INT_L_X8Y58/ER1END3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y67/SW6BEG0->INT_L_X8Y63/SR1BEG1,INT_L_X10Y67,INT_L,10,67,INT_L_X10Y67/SW6BEG0,INT_L_X8Y63/SR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X18Y76/SS6A0->INT_R_X11Y71/SW6A0,INT_L_X18Y76,INT_L,18,76,INT_L_X18Y76/SS6A0,INT_R_X11Y71/SW6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X8Y62/ER1BEG2->INT_R_X9Y61/SS2A2,INT_L_X8Y62,INT_L,8,62,INT_L_X8Y62/ER1BEG2,INT_R_X9Y61/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X19Y81/SW6A0->INT_L_X18Y76/SS6A0,INT_R_X19Y81,INT_R,19,81,INT_R_X19Y81/SW6A0,INT_L_X18Y76/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X20Y82/SS2A0->INT_R_X19Y81/SW6A0,INT_L_X20Y82,INT_L,20,82,INT_L_X20Y82/SS2A0,INT_R_X19Y81/SW6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_1_B11->SITEWIRE/DSP48_X1Y47/B11,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_1_B11,SITEWIRE/DSP48_X1Y47/B11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,0,0
INT_R_X9Y146/LVB10->INT_R_X5Y148/WW4END2,INT_R_X9Y146,INT_R,9,146,INT_R_X9Y146/LVB10,INT_R_X5Y148/WW4END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X20Y89/LOGIC_OUTS_L18->INT_L_X10Y89/WW4END0,INT_L_X20Y89,INT_L,20,89,INT_L_X20Y89/LOGIC_OUTS_L18,INT_L_X10Y89/WW4END0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y116/NR1BEG0->INT_L_X34Y117/IMUX_L8,INT_L_X34Y116,INT_L,34,116,INT_L_X34Y116/NR1BEG0,INT_L_X34Y117/IMUX_L8,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y115/NL1BEG0->INT_L_X34Y116/NR1BEG0,INT_L_X34Y115,INT_L,34,115,INT_L_X34Y115/NL1BEG0,INT_L_X34Y116/NR1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_R_X9Y118/IMUX43->DSP_R_X9Y115/DSP_0_B12,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/IMUX43,DSP_R_X9Y115/DSP_0_B12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X32Y81/EE2BEG0->INT_L_X34Y81/NR1BEG0,INT_L_X32Y81,INT_L,32,81,INT_L_X32Y81/EE2BEG0,INT_L_X34Y81/NR1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X10Y89/NW6BEG0->INT_L_X8Y94/NE2A0,INT_L_X10Y89,INT_L,10,89,INT_L_X10Y89/NW6BEG0,INT_L_X8Y94/NE2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y110/LV_L10->INT_L_X34Y110/NN6A1,INT_L_X34Y110,INT_L,34,110,INT_L_X34Y110/LV_L10,INT_L_X34Y110/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X34Y92/LV_L10->INT_L_X34Y110/LV_L10,INT_L_X34Y92,INT_L,34,92,INT_L_X34Y92/LV_L10,INT_L_X34Y110/LV_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[28],rs2_reg,132.42498665242925,301
INT_L_X6Y137/LH12->INT_R_X5Y137/NW6A0,INT_L_X6Y137,INT_L,6,137,INT_L_X6Y137/LH12,INT_R_X5Y137/NW6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X5Y137/NW6A0->INT_L_X4Y140/SR1BEG_S0,INT_R_X5Y137,INT_R,5,137,INT_R_X5Y137/NW6A0,INT_L_X4Y140/SR1BEG_S0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X4Y140/SR1BEG_S0->INT_L_X4Y139/SW2A0,INT_L_X4Y140,INT_L,4,140,INT_L_X4Y140/SR1BEG_S0,INT_L_X4Y139/SW2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X3Y139/SL1BEG0->INT_R_X3Y138/IMUX33,INT_R_X3Y139,INT_R,3,139,INT_R_X3Y139/SL1BEG0,INT_R_X3Y138/IMUX33,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
CLBLM_R_X3Y138/CLBLM_L_C1->SITEWIRE/SLICE_X3Y138/C4,CLBLM_R_X3Y138,CLBLM_R,3,138,CLBLM_R_X3Y138/CLBLM_L_C1,SITEWIRE/SLICE_X3Y138/C4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X6Y146/LH12->INT_L_X4Y149/SW6END3,INT_L_X6Y146,INT_L,6,146,INT_L_X6Y146/LH12,INT_L_X4Y149/SW6END3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X4Y148/IMUX_L15->CLBLL_L_X4Y148/CLBLL_LL_B1,INT_L_X4Y148,INT_L,4,148,INT_L_X4Y148/IMUX_L15,CLBLL_L_X4Y148/CLBLL_LL_B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y148/CLBLL_LL_B1->SITEWIRE/SLICE_X4Y148/B1,CLBLL_L_X4Y148,CLBLL_L,4,148,CLBLL_L_X4Y148/CLBLL_LL_B1,SITEWIRE/SLICE_X4Y148/B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X16Y117/SS2A0->INT_L_X16Y116/ER1BEG1,INT_L_X16Y117,INT_L,16,117,INT_L_X16Y117/SS2A0,INT_L_X16Y116/ER1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X6Y118/EE2BEG0->INT_L_X8Y118/ER1BEG1,INT_L_X6Y118,INT_L,6,118,INT_L_X6Y118/EE2BEG0,INT_L_X8Y118/ER1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X17Y116/BYP4->CLBLL_R_X17Y116/CLBLL_LL_BX,INT_R_X17Y116,INT_R,17,116,INT_R_X17Y116/BYP4,CLBLL_R_X17Y116/CLBLL_LL_BX,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X16Y116/ER1BEG1->INT_R_X17Y116/BYP_ALT4,INT_L_X16Y116,INT_L,16,116,INT_L_X16Y116/ER1BEG1,INT_R_X17Y116/BYP_ALT4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
CLBLL_R_X17Y116/CLBLL_LL_BX->SITEWIRE/SLICE_X26Y116/BX,CLBLL_R_X17Y116,CLBLL_R,17,116,CLBLL_R_X17Y116/CLBLL_LL_BX,SITEWIRE/SLICE_X26Y116/BX,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X8Y118/SE6BEG0->INT_L_X10Y114/SW6BEG0,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/SE6BEG0,INT_L_X10Y114/SW6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X34Y108/NR1BEG0->INT_L_X34Y91/LV_L0,INT_L_X34Y108,INT_L,34,108,INT_L_X34Y108/NR1BEG0,INT_L_X34Y91/LV_L0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X10Y114/SW6BEG0->INT_L_X8Y110/SE6BEG0,INT_L_X10Y114,INT_L,10,114,INT_L_X10Y114/SW6BEG0,INT_L_X8Y110/SE6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X20Y117/SE2A0->INT_R_X21Y117/EE4BEG0,INT_L_X20Y117,INT_L,20,117,INT_L_X20Y117/SE2A0,INT_R_X21Y117/EE4BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y122/CLBLL_L_AQ->INT_L_X4Y122/LOGIC_OUTS_L0,CLBLL_L_X4Y122,CLBLL_L,4,122,CLBLL_L_X4Y122/CLBLL_L_AQ,INT_L_X4Y122/LOGIC_OUTS_L0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X18Y138/LV_L10->INT_L_X18Y138/NN6A1,INT_L_X18Y138,INT_L,18,138,INT_L_X18Y138/LV_L10,INT_L_X18Y138/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_B9->SITEWIRE/DSP48_X0Y46/B9,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_B9,SITEWIRE/DSP48_X0Y46/B9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X4Y149/SL1BEG3->INT_L_X4Y148/IMUX_L15,INT_L_X4Y149,INT_L,4,149,INT_L_X4Y149/SL1BEG3,INT_L_X4Y148/IMUX_L15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X9Y117/IMUX18->DSP_R_X9Y115/DSP_0_B9,INT_R_X9Y117,INT_R,9,117,INT_R_X9Y117/IMUX18,DSP_R_X9Y115/DSP_0_B9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X12Y118/EE4BEG0->INT_L_X16Y117/SS2A0,INT_L_X12Y118,INT_L,12,118,INT_L_X12Y118/EE4BEG0,INT_L_X16Y117/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X33Y116/SE2A0->INT_L_X34Y115/SS6A0,INT_R_X33Y116,INT_R,33,116,INT_R_X33Y116/SE2A0,INT_L_X34Y115/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X9Y118/SL1BEG1->INT_R_X9Y117/IMUX18,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/SL1BEG1,INT_R_X9Y117/IMUX18,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X8Y118/EE4BEG0->INT_L_X12Y118/EE4BEG0,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/EE4BEG0,INT_L_X12Y118/EE4BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X3Y138/IMUX33->CLBLM_R_X3Y138/CLBLM_L_C1,INT_R_X3Y138,INT_R,3,138,INT_R_X3Y138/IMUX33,CLBLM_R_X3Y138/CLBLM_L_C1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X16Y118/NE6BEG0->INT_L_X18Y123/NN6A0,INT_L_X16Y118,INT_L,16,118,INT_L_X16Y118/NE6BEG0,INT_L_X18Y123/NN6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X4Y122/SE6BEG0->INT_L_X6Y118/EE2BEG0,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/SE6BEG0,INT_L_X6Y118/EE2BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X18Y138/NN6A1->INT_L_X18Y144/NN2A1,INT_L_X18Y138,INT_L,18,138,INT_L_X18Y138/NN6A1,INT_L_X18Y144/NN2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X4Y122/LOGIC_OUTS_L0->INT_L_X4Y122/SE6BEG0,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/LOGIC_OUTS_L0,INT_L_X4Y122/SE6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X17Y116/BYP_ALT4->INT_R_X17Y116/BYP4,INT_R_X17Y116,INT_R,17,116,INT_R_X17Y116/BYP_ALT4,INT_R_X17Y116/BYP4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X10Y98/SR1BEG1->INT_L_X10Y97/WL1BEG0,INT_L_X10Y98,INT_L,10,98,INT_L_X10Y98/SR1BEG1,INT_L_X10Y97/WL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X4Y139/SW2A0->INT_R_X3Y139/SL1BEG0,INT_L_X4Y139,INT_L,4,139,INT_L_X4Y139/SW2A0,INT_R_X3Y139/SL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X18Y123/NN6A0->INT_L_X18Y138/LV_L10,INT_L_X18Y123,INT_L,18,123,INT_L_X18Y123/NN6A0,INT_L_X18Y138/LV_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
CLBLL_R_X19Y145/CLBLL_LL_A5->SITEWIRE/SLICE_X28Y145/A5,CLBLL_R_X19Y145,CLBLL_R,19,145,CLBLL_R_X19Y145/CLBLL_LL_A5,SITEWIRE/SLICE_X28Y145/A5,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,0,0
INT_L_X10Y97/WL1BEG0->INT_R_X9Y97/IMUX18,INT_L_X10Y97,INT_L,10,97,INT_L_X10Y97/WL1BEG0,INT_R_X9Y97/IMUX18,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X8Y110/SE6BEG0->INT_L_X10Y105/SS6A0,INT_L_X8Y110,INT_L,8,110,INT_L_X8Y110/SE6BEG0,INT_L_X10Y105/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X8Y118/ER1BEG1->INT_R_X9Y118/SL1BEG1,INT_L_X8Y118,INT_L,8,118,INT_L_X8Y118/ER1BEG1,INT_R_X9Y118/SL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_R_X9Y97/IMUX18->DSP_R_X9Y95/DSP_0_B9,INT_R_X9Y97,INT_R,9,97,INT_R_X9Y97/IMUX18,DSP_R_X9Y95/DSP_0_B9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X18Y138/LV_L10->INT_L_X6Y146/LH12,INT_L_X18Y138,INT_L,18,138,INT_L_X18Y138/LV_L10,INT_L_X6Y146/LH12,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X10Y100/SS2BEG0->INT_L_X10Y98/SR1BEG1,INT_L_X10Y100,INT_L,10,100,INT_L_X10Y100/SS2BEG0,INT_L_X10Y98/SR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
INT_L_X18Y144/NN2A1->INT_L_X18Y145/EL1BEG0,INT_L_X18Y144,INT_L,18,144,INT_L_X18Y144/NN2A1,INT_L_X18Y145/EL1BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[25],rs2_reg,132.42498665242925,301
